,ADDRESS,BUSINESS_NAME,BUSINESS_YELP_URL,CITY,COUNTRY,LAT,LON,YELP_BIZ_ID
2822,"District of Columbia, DC 20012 United States",The Big Bad Woof,http://www.yelp.com/biz/the-big-bad-woof-washington-2,Washington,United States,38.9757,-77.0282,the-big-bad-woof-washington-2
2825,"Los Angeles, CA 90032 United States",Master Custom Cabinets,http://www.yelp.com/biz/master-custom-cabinets-los-angeles,Los Angeles,United States,34.0818,-118.1753,master-custom-cabinets-los-angeles
2828,"Los Angeles, CA 90032 United States",El Sereno Shoe Repair ,http://www.yelp.com/biz/el-sereno-shoe-repair-los-angeles,Los Angeles,United States,34.0818,-118.1753,el-sereno-shoe-repair-los-angeles
2830,"Los Angeles, CA 91007 United States",Mama Musubi,http://www.yelp.com/biz/mama-musubi-los-angeles,Arcadia,United States,34.1243,-118.0515,mama-musubi-los-angeles
2833,"Alameda, CA 94612 United States",Uptown Juice Company,http://www.yelp.com/biz/uptown-juice-company-oakland-3?nb=1,Oakland,United States,37.8085,-122.2668,uptown-juice-company-oakland-3
2834,"San Francisco, CA 94124 United States",Auntie Aprils Chicken Waffles And Soul Food,http://www.yelp.com/biz/auntie-aprils-san-francisco,San Francisco,United States,37.7309,-122.3886,auntie-aprils-san-francisco
2838,"Napa, CA 94558 United States",Foodshed Pizza and Pasta,http://www.yelp.com/biz/foodshed-pizza-and-pasta-napa,Napa,United States,38.4549,-122.2564,foodshed-pizza-and-pasta-napa
2846,"Alameda, CA 94608 United States",Coco Delice Fine Chocolates,http://www.yelp.com/biz/coco-delice-fine-chocolates-emeryville,Emeryville,United States,37.8365,-122.2804,coco-delice-fine-chocolates-emeryville
2847,"Alameda, CA 94619 United States",Homestead Apothecary,http://www.yelp.com/biz/the-homestead-apothecary-oakland,Oakland,United States,37.7878,-122.1884,the-homestead-apothecary-oakland
2854,"Alameda, CA 94607 United States",Tamales la OaxaqueÌ±a ,http://www.yelp.com/biz/tamales-la-oaxaquena-oakland,Oakland,United States,37.8071,-122.2851,tamales-la-oaxaquena-oakland
2861,"Santa Clara, CA 95131 United States",Liss Childcare & Preschool,http://www.yelp.com/biz/liss-childcare-and-preschool-san-jose,San Jose,United States,37.3864,-121.88,liss-childcare-and-preschool-san-jose
2863,"Allegheny, PA 15203 United States","La Palapa, Mexican Gourmet Kitchen",http://www.yelp.com/biz/la-palapa-pittsburgh-2,Pittsburgh,United States,40.4254,-79.9799,la-palapa-pittsburgh-2
2884,"Fulton, GA 30338 United States",Smooth,http://www.yelp.com/biz/smooth-atlanta-2,Atlanta,United States,33.9669,-84.3249,smooth-atlanta-2
2887,"Alameda, CA 94612 United States",Soja Mind / Body,http://www.yelp.com/biz/soja-mind-body-oakland,Oakland,United States,37.8085,-122.2668,soja-mind-body-oakland
2900,"San Francisco, CA 94107 United States",Bread SRSLY,http://www.yelp.com/biz/bread-srsly-san-francisco,San Francisco,United States,37.7621,-122.3971,bread-srsly-san-francisco
2903,"Los Angeles, CA 90010 United States",Ana's Floral Design,http://www.yelp.com/biz/anas-floral-design-los-angeles,Los Angeles,United States,34.0606,-118.3027,anas-floral-design-los-angeles
2905,"Garland, AR 71901 United States",Superior Bathhouse Brewery & Distillery,http://www.yelp.com/biz/the-superior-bathhouse-and-brewery-hot-springs,Hot Springs National Park,United States,34.5268,-92.9587,the-superior-bathhouse-and-brewery-hot-springs
2912,"Bethel (CA), AK 99559 United States",ArXotica,http://www.yelp.com/biz/arxotica-bethel,Bethel,United States,60.13,-162.1739,arxotica-bethel
2929,"Rappahannock, VA 22740 United States","Heritage Hollow Farms, LLC",http://www.yelp.com/biz/heritage-hollow-farm-store-sperryville,Sperryville,United States,38.6203,-78.2466,heritage-hollow-farm-store-sperryville
2934,"Alameda, CA 94612 United States",TART! Bakery,http://www.yelp.com/biz/tart-bakery-oakland,Oakland,United States,37.8085,-122.2668,tart-bakery-oakland
2936,"Alameda, CA 94607 United States",Glow Theory,http://www.yelp.com/biz/ispa-mobile-walnut-creek,Oakland,United States,37.8071,-122.2851,ispa-mobile-walnut-creek
2941,"Orange, FL 32804 United States",PurpleGlass Boutique LLC,http://www.yelp.com/biz/purple-glass-boutique-orlando,Orlando,United States,28.5754,-81.3955,purple-glass-boutique-orlando
2945,"Alameda, CA 94577 United States",House Kombucha,http://www.yelp.com/biz/house-kombucha-oakland,San Leandro,United States,37.7205,-122.1587,house-kombucha-oakland
2947,"Lee, FL 33904 United States",Imagine By Carleen Inc,http://www.yelp.com/biz/imagine-by-carleen-cape-coral,Cape Coral,United States,26.6065,-81.9502,imagine-by-carleen-cape-coral
2968,"Cook, IL 60640 United States",Kru Strength + Fitness,http://www.yelp.com/biz/kru-strength-fitness-chicago,Chicago,United States,41.9719,-87.6624,kru-strength-fitness-chicago
2974,"Philadelphia, PA 19147 United States",Armour Philadelphia,http://www.yelp.com/biz/armour-philadelphia,Philadelphia,United States,39.9362,-75.1563,armour-philadelphia
2980,"Alameda, CA 94601 United States",Grease Box,http://www.yelp.com/biz/grease-box-oakland-2,Oakland,United States,37.7806,-122.2166,grease-box-oakland-2
2992,"Alameda, CA 94612 United States",Show & Tell Concept Shop,https://www.yelp.com/biz/show-and-tell-oakland-2,Oakland,United States,37.8085,-122.2668,show-and-tell-oakland-2
2996,"Arlington, VA 22201 United States",Number 1 Sons,http://www.yelp.com/biz/number-1-sons-washington-3,Arlington,United States,38.8871,-77.0932,number-1-sons-washington-3
3006,"Allegheny, PA 15219 United States",Lydiah's Coffee House,http://www.yelp.com/biz/lydiahs-coffee-house-pittsburgh,Pittsburgh,United States,40.4423,-79.983,lydiahs-coffee-house-pittsburgh
3014,"Kings, NY 11231 United States",XXX Coffee,http://www.yelp.com/biz/xxx-coffee-new-york,Brooklyn,United States,40.6794,-74.0014,xxx-coffee-new-york
3018,"Fairfax, VA 20191 United States","The Candy Drawer Confectionary, LLC",http://www.yelp.com/biz/the-candy-drawer-confectionary-reston,Reston,United States,38.9318,-77.3527,the-candy-drawer-confectionary-reston
3019,"Philadelphia, PA 19147 United States",BridgeSet Sound,http://www.yelp.com/biz/bridgeset-sound-philadelphia,Philadelphia,United States,39.9362,-75.1563,bridgeset-sound-philadelphia
3021,"Whatcom, WA 98248 United States",Triple Wren Farms,http://www.yelp.com/biz/triple-wren-farms-ferndale,Ferndale,United States,48.8625,-122.5953,triple-wren-farms-ferndale
3026,"Allegheny, PA 15226 United States",Cannon Coffee,http://yelp.com/biz/cannon-coffee-pittsburgh,Pittsburgh,United States,40.4001,-80.0161,cannon-coffee-pittsburgh
3031,"Alameda, CA 94710 United States","The Cookie Department, Inc.",http://www.yelp.com/biz/the-cookie-department-berkeley,Berkeley,United States,37.8696,-122.2959,the-cookie-department-berkeley
3054,"District of Columbia, DC 20001 United States",Nirvana Holistic Spa ,http://www.yelp.com/biz/nirvana-holistic-spa-washington-2,Washington,United States,38.9122,-77.0177,nirvana-holistic-spa-washington-2
3055,"Allegheny, PA 15222 United States",Eliza's Oven,http://www.yelp.com/biz/elizas-oven-pittsburgh,Pittsburgh,United States,40.4477,-79.9933,elizas-oven-pittsburgh
3073,"Alameda, CA 94607 United States",Baia Pasta,http://www.yelp.com/biz/baia-pasta-oakland,Oakland,United States,37.8071,-122.2851,baia-pasta-oakland
3089,"District of Columbia, DC 20002 United States",The Cake Bake,http://www.yelp.com/biz/the-cake-bake-arlington,Washington,United States,38.9024,-76.9901,the-cake-bake-arlington
3098,"Jefferson, KY 40211 United States","Reliant Exteriors, LLC",http://www.yelp.com/biz/reliant-exteriors-louisville,Louisville,United States,38.242,-85.8127,reliant-exteriors-louisville
3111,"Utah, UT 84606 United States",Nil Organic Tea,http://www.yelp.com/biz/nil-organic-tea-provo,Provo,United States,40.2347,-111.6447,nil-organic-tea-provo
3114,"Sacramento, CA 95818 United States",Angela Dal Bon for Invitations Ink,http://www.yelp.com/biz/invitations-ink-sacramento-2,Sacramento,United States,38.5568,-121.4929,invitations-ink-sacramento-2
3138,"Alameda, CA 94706 United States",HEAL: Pilates,http://www.yelp.com/biz/heal-pilates-oakland,Albany,United States,37.89,-122.2954,heal-pilates-oakland
3142,"Kings, NY 11226 United States",NoDÌÁ Design Studio,http://www.yelp.com/biz/nod%C3%A1-design-studio-llc-brooklyn,Brooklyn,United States,40.6467,-73.957,nod%C3%A1-design-studio-llc-brooklyn
3151,"Mercer, PA 16146 United States",Mikes Computer Repair,http://www.yelp.com/biz/mikes-computer-repair-sharon,Sharon,United States,41.2316,-80.4993,mikes-computer-repair-sharon
3166,"Alameda, CA 94612 United States",Soja Mind Body,http://www.yelp.com/biz/soja-mind-body-oakland,Oakland,United States,37.8085,-122.2668,soja-mind-body-oakland
3176,"San Francisco, CA 94109 United States",Soul Food City,http://www.yelp.com/biz/soul-food-city-san-francisco-2,San Francisco,United States,37.7917,-122.4186,soul-food-city-san-francisco-2
3178,"Grant, IN 46989 United States",The Bridge Cafe,http://www.yelp.com/biz/the-bridge-cafe-upland,Upland,United States,40.4548,-85.499,the-bridge-cafe-upland
3189,"Alameda, CA 94607 United States",SF Laser,http://www.yelp.com/biz/sf-laser-oakland-3,Oakland,United States,37.8071,-122.2851,sf-laser-oakland-3
3196,"New York, NY 10035 United States",Jerk Shack Caribbean Food Truck,http://www.yelp.com/biz/elsies-caribbean-cafe-new-york-4?no_redirect=1,Manhattan,United States,40.8011,-73.9371,elsies-caribbean-cafe-new-york-4?no_redirect=1
3220,"Alameda, CA 94607 United States",Moles y Tamales la OaxaqueÌ±a,http://www.yelp.com/biz/tamales-la-oaxaqueÌ±a-oakland-2,Oakland,United States,37.8071,-122.2851,tamales-la-oaxaqueÌ±a-oakland-2
3234,"Allegheny, PA 15222 United States",Gluten Free Goat Bakery,http://www.yelp.com/biz/gluten-free-goat-bakery-pittsburgh,Pittsburgh,United States,40.4477,-79.9933,gluten-free-goat-bakery-pittsburgh
3248,"Alameda, CA 94710 United States",CC Made,http://www.yelp.com/biz/cc-made-san-anselmo,Berkeley,United States,37.8696,-122.2959,cc-made-san-anselmo
3262,"San Diego, CA 92109 United States",Randall's Sandals,https://www.yelp.com/biz/randalls-sandals-san-diego,San Diego,United States,32.7969,-117.2405,randalls-sandals-san-diego
3291,"Brevard, FL 32953 United States",Merritt Island Woodwerx LLc,https://www.yelp.com/biz/merritt-island-woodwerx-merritt-island-4,Merritt Island,United States,28.3888,-80.7301,merritt-island-woodwerx-merritt-island-4
3292,"Alameda, CA 94611 United States",SoleSpace,https://www.yelp.com/biz/solespace-oakland,Oakland,United States,37.8471,-122.2223,solespace-oakland
3293,"Alameda, CA 94609 United States",TMJoy,https://www.yelp.com/biz/tmjoy-oakland,Oakland,United States,37.8361,-122.2637,tmjoy-oakland
3303,"Wayne, MI 48227 United States",Lite Works Cleaning Company,https://m.yelp.com/biz/lite-works-cleaning-company-detroit,Detroit,United States,42.3883,-83.1937,lite-works-cleaning-company-detroit
3310,"Santa Clara, CA 95112 United States",Bay Area Men's Health,https://www.yelp.com/biz/mens-health-specialist-san-jose,San Jose,United States,37.3476,-121.887,mens-health-specialist-san-jose
3312,"Alameda, CA 94611 United States",Neighbor Inc,https://www.yelp.com/biz/neighbor-oakland,Oakland,United States,37.8471,-122.2223,neighbor-oakland
3324,"Arlington, VA 22201 United States",Photo In A Box LLC ,https://www.yelp.com/biz/photo-in-a-box-arlington,Arlington,United States,38.8871,-77.0932,photo-in-a-box-arlington
3327,"Contra Costa, CA 94804 United States",Beauty Supply Warehouse,https://www.yelp.com/biz/beauty-supply-warehouse-richmond,Richmond,United States,37.9265,-122.3342,beauty-supply-warehouse-richmond
3344,"East Baton Rouge, LA 70806 United States",The Beauty Exhale Brow & Skin Beautiqe ,https://www.yelp.com/biz/the-beauty-exhale-baton-rouge,Baton Rouge,United States,30.4485,-91.13,the-beauty-exhale-baton-rouge
3353,"Prince George's, MD 20747 United States",Mercedes Jo Events & Catering ,https://www.yelp.com/biz/mercedes-jo-events-washington,District Heights,United States,38.8539,-76.8891,mercedes-jo-events-washington
3379,"Kings, NY 11208 United States","Sound Asleep Music Group, Inc. ",https://m.yelp.com/biz/sound-asleep-music-group-brooklyn-2,Brooklyn,United States,40.6762,-73.8736,sound-asleep-music-group-brooklyn-2
3406,"Richmond, GA 30904 United States",My Business Ink,https://www.yelp.com/biz/mybusinessink-augusta,Augusta,United States,33.4737,-82.0131,mybusinessink-augusta
3416,"Cook, IL 60631 United States",Tony And Millie's Italian Ice Bar,http://www.yelp.com/biz/tony-and-millies-italian-ice-bar-chicago,Chicago,United States,41.9951,-87.8082,tony-and-millies-italian-ice-bar-chicago
3417,"San Francisco, CA 94124 United States",The DEN,http://www.yelp.com/biz/craftsman-and-wolves-the-den-san-francisco-2,San Francisco,United States,37.7309,-122.3886,craftsman-and-wolves-the-den-san-francisco-2
3424,"Alameda, CA 94608 United States",Irie Irations,https://www.yelp.com/biz/irie-irations-santa-rosa,Emeryville,United States,37.8365,-122.2804,irie-irations-santa-rosa
3426,"Kings, NY 11236 United States",Hempresstyles Beauty Salon,https://www.yelp.com/biz/hempresstyles-beauty-salon-brooklyn,Brooklyn,United States,40.6407,-73.9028,hempresstyles-beauty-salon-brooklyn
3441,"Clark, NV 89120 United States",Olay's Thai Food Express,https://www.yelp.com/biz/olays-thai-express,Las Vegas,United States,36.0914,-115.0885,olays-thai-express
3456,"Harris, TX 77071 United States",Got Dirty Blinds?,https://www.yelp.com/biz/got-dirty-blinds-ultrasonic-blind-cleaning-houston,Houston,United States,29.6518,-95.5176,got-dirty-blinds-ultrasonic-blind-cleaning-houston
3459,"Miami-Dade, FL 33181 United States","Support Warrior Project, Inc",https://www.yelp.com/biz/support-warrior-project-north-miami,Miami,United States,25.8965,-80.157,support-warrior-project-north-miami
3471,"Dallas, TX 75150 United States",Bello Bath & Body,https://www.yelp.com/biz/bello-bath-and-body-mesquite,Mesquite,United States,32.8154,-96.6307,bello-bath-and-body-mesquite
3480,"Alameda, CA 94612 United States",Spice monkey restaurant,https://www.yelp.com/biz/spice-monkey-oakland-2,Oakland,United States,37.8085,-122.2668,spice-monkey-oakland-2
3485,"Los Angeles, CA 90291 United States",The Unlikely Florist,http://www.yelp.com/biz/the-unlikely-florist-venice-2,Venice,United States,33.9938,-118.4635,the-unlikely-florist-venice-2
3493,"Maricopa, AZ 85339 United States",DCs Smokin BBQ,https://www.yelp.com/biz/dcs-smokin-bbq-phoenix,Laveen,United States,33.3436,-112.1716,dcs-smokin-bbq-phoenix
3515,"Los Angeles, CA 91406 United States",The Nut Stand,https://www.yelp.com/biz/the-nut-stand-van-nuys-2,Van Nuys,United States,34.2006,-118.4868,the-nut-stand-van-nuys-2
3522,"Alameda, CA 94609 United States",Underwood,https://www.yelp.com/biz/underwood-oakland-9,Oakland,United States,37.8361,-122.2637,underwood-oakland-9
3523,"Orleans, LA 70118 United States",From The Boat To You LLC,https://www.yelp.com/biz/from-the-boat-to-you-new-orleans,New Orleans,United States,29.9504,-90.1236,from-the-boat-to-you-new-orleans
3530,"Fairbanks North Star, AK 99709 United States",Sipping Streams Tea Company,http://www.yelp.com/biz/sipping-streams-tea-company-fairbanks-2,Fairbanks,United States,64.8544,-147.8469,sipping-streams-tea-company-fairbanks-2
3531,"Honolulu, HI 96707 United States",HI Cravings Powered By Jess Da Best,http://www.yelp.com/biz/hi-cravings-powered-by-jess-da-best-kapolei,Kapolei,United States,21.3453,-158.087,hi-cravings-powered-by-jess-da-best-kapolei
3534,"Franklin, OH 43215 United States",Cravings Cafe,http://www.yelp.com/biz/cravings-carryout-cafe-columbus,Columbus,United States,39.9671,-83.0044,cravings-carryout-cafe-columbus
3538,"Jefferson, KY 40205 United States",Flour de Lis Bakery,http://www.yelp.com/biz/flour-de-lis-bakery-llc-louisville-2,Louisville,United States,38.2222,-85.6885,flour-de-lis-bakery-llc-louisville-2
3580,"New York, NY 10027 United States",Stoney Hill Media LLC DBA Crude Food,http://www.yelp.com/biz/crude-food-new-york,Manhattan,United States,40.8116,-73.955,crude-food-new-york
3582,"San Francisco, CA 94114 United States",Salty Sweet,http://www.yelp.com/biz/salty-sweet-san-francisco,San Francisco,United States,37.7587,-122.433,salty-sweet-san-francisco
3588,"Bronx, NY 10461 United States",Dash Car Service Corp,http://www.yelp.com/biz/dash-car-service-corp-bronx,Bronx,United States,40.8465,-73.841,dash-car-service-corp-bronx
3609,"Franklin, OH 43207 United States",Bake Me Happy,http://www.yelp.com/biz/bake-me-happy-columbus-2,Columbus,United States,39.9046,-82.9703,bake-me-happy-columbus-2
3619,"Columbia, NY 12534 United States",SaLune Hair Studio,http://www.yelp.com/biz/salune-hudson-4,Hudson,United States,42.247,-73.7552,salune-hudson-4
3624,"New York, NY 10034 United States",SandwichGirlNYC,https://www.yelp.com/biz/sandwich-girl-miami-2,Manhattan,United States,40.8662,-73.9221,sandwich-girl-miami-2
3634,"Franklin, OH 43215 United States",GLUVCO Safety Equipment,http://www.yelp.com/biz/gluvco-columbus-3,Columbus,United States,39.9671,-83.0044,gluvco-columbus-3
3641,"San Francisco, CA 94109 United States",Mangosteen,http://www.yelp.com/biz/mangosteen-san-francisco,San Francisco,United States,37.7917,-122.4186,mangosteen-san-francisco
3644,"Queens, NY 11375 United States",CityWalksNY. Inc,http://www.yelp.com/biz/city-walks-ny-new-york-2,Queens,United States,40.7229,-73.8473,city-walks-ny-new-york-2
3647,"Alameda, CA 94607 United States",Bottoms Up Cafe,http://www.yelp.com/biz/bottoms-up-west-oakland-oakland,Oakland,United States,37.8071,-122.2851,bottoms-up-west-oakland-oakland
3654,"Dane, WI 53716 United States",Monona Yoga Center,http://www.yelp.com/biz/monona-yoga-cener-monona,Madison,United States,43.0631,-89.3133,monona-yoga-cener-monona
3658,"Wayne, MI 48226 United States","GO! Smoothies, LLC",http://www.yelp.com/biz/go-smoothies-detroit,Detroit,United States,42.3333,-83.0484,go-smoothies-detroit
3659,"Alameda, CA 94607 United States",The FloraCultural Society,http://yelp.com/biz/the-floracultural-society-oakland-2,Oakland,United States,37.8071,-122.2851,the-floracultural-society-oakland-2
3662,"Los Angeles, CA 90018 United States",Vertigo Sound and Entertainment,http://www.yelp.com/biz/vertigo-sound-and-entertainment-los-angeles-5,Los Angeles,United States,34.029,-118.3152,vertigo-sound-and-entertainment-los-angeles-5
3669,"Harris, TX 77018 United States",Honeychild's Sweet Creams,http://www.yelp.com/biz/honeychilds-sweet-creams-houston-4,Houston,United States,29.8272,-95.4266,honeychilds-sweet-creams-houston-4
3678,"Ramsey, MN 55106 United States",Sidhe Brewing Company,http://www.yelp.com/biz/sidhe-brewing-company-saint-paul,Saint Paul,United States,44.9684,-93.0488,sidhe-brewing-company-saint-paul
3683,"Multnomah, OR 97213 United States",Nectar Cafe,http://www.yelp.com/biz/nectar-cafe-portland,Portland,United States,45.5373,-122.5987,nectar-cafe-portland
3700,"Philadelphia, PA 19148 United States",Cloth,http://www.yelp.com/biz/cloth-philadelphia,Philadelphia,United States,39.9207,-75.1595,cloth-philadelphia
3703,"Alameda, CA 94541 United States",JML Cleaning Services LLC,http://www.yelp.com/biz/JML-cleaning-services-haywards-3,Hayward,United States,37.674,-122.0894,JML-cleaning-services-haywards-3
3713,"Alameda, CA 94606 United States",Oakland Shading Company,http://www.yelp.com/biz/oakland-shading-company-oakland,Oakland,United States,37.7957,-122.2429,oakland-shading-company-oakland
3719,"Newport News (city), VA 23607 United States",Beauty Brat,http://www.yelp.com/biz/beautybrat-newport-news-2,Newport News,United States,36.9864,-76.4165,beautybrat-newport-news-2
3726,"San Diego, CA 92121 United States","MuscleMart Plus, LLC",http://www.yelp.com/biz/musclemart-plus-san-diego,San Diego,United States,32.8919,-117.2035,musclemart-plus-san-diego
3728,"San Francisco, CA 94110 United States",Mission: Comics and Art,http://www.yelp.com/biz/mission-comics-and-art-san-francisco,San Francisco,United States,37.7509,-122.4153,mission-comics-and-art-san-francisco
3743,"Erie, OH 44870 United States",Jam Gluten-Free Bakeshop,http://www.yelp.com/biz/jam-gluten-free-bakeshop-sandusky,Sandusky,United States,41.4349,-82.7063,jam-gluten-free-bakeshop-sandusky
3745,"Alameda, CA 94538 United States",Niche Business Cafe,http://yelp.com/biz/niche-business-cafe-fremont,Fremont,United States,37.5308,-121.9712,niche-business-cafe-fremont
3756,"Kings, NY 11249 United States",PetPlate,http://www.yelp.com/biz/petplate-brooklyn,Brooklyn,United States,40.6451,-73.945,petplate-brooklyn
3766,"Cook, IL 60643 United States",NI Physical therapy & Wellness (DBA)  (Natural Instincts Inc.  - legal name),http://www.yelp.com/biz/ni-physical-therapy-and-wellness-chicago,Chicago,United States,41.6996,-87.6628,ni-physical-therapy-and-wellness-chicago
3778,"Washington, OR 97062 United States",Lionheart Coffee Company,http://www.yelp.com/biz/lionheart-coffee-company-beaverton,Tualatin,United States,45.3727,-122.7631,lionheart-coffee-company-beaverton
3780,"Orange, CA 92701 United States",Sweet Mission Cookie Company,http://www.yelp.com/biz/sweet-mission-cookie-company-huntington-beach,Santa Ana,United States,33.7523,-117.8541,sweet-mission-cookie-company-huntington-beach
3786,"San Francisco, CA 94102 United States",Mine Je Ne Sais Quoi,https://www.yelp.com/biz/mine-je-ne-sais-quoi-san-francisco,San Francisco,United States,37.7813,-122.4167,mine-je-ne-sais-quoi-san-francisco
3791,"Miami-Dade, FL 33134 United States",The Passport Store,http://www.yelp.com/biz/the-passport-store-coral-gables,Miami,United States,25.768,-80.2714,the-passport-store-coral-gables
3797,"Palm Beach, FL 33444 United States",Kismet Vintage,http://www.yelp.com/biz/kismet-recycled-vintage-and-designer-clothing-delray-beach-3,Delray Beach,United States,26.4564,-80.0793,kismet-recycled-vintage-and-designer-clothing-delray-beach-3
3799,"Fort Bend, TX 77478 United States",Suprex Learning,http://www.yelp.com/biz/suprex-learning-sugar-land-2,Sugar Land,United States,29.6196,-95.607,suprex-learning-sugar-land-2
3817,"San Diego, CA 92056 United States",Meglio Knives,https://www.yelp.com/biz/meglio-knives-escondido,Oceanside,United States,33.1968,-117.2831,meglio-knives-escondido
3820,"Baltimore (city), MD 21230 United States",Church & Company,https://www.yelp.com/biz/church-and-company-baltimore,Baltimore,United States,39.2645,-76.6224,church-and-company-baltimore
3824,"Chester, PA 19460 United States",Steel City Coffeehouse,https://www.yelp.com/biz/steel-city-coffee-house-phoenixville-2,Phoenixville,United States,40.1267,-75.5272,steel-city-coffee-house-phoenixville-2
3827,"San Mateo, CA 94066 United States",Little Kurls Family Child Care,https://www.yelp.com/biz/little-kurls-family-child-care-san-bruno,San Bruno,United States,37.6247,-122.429,little-kurls-family-child-care-san-bruno
3847,"Pinellas, FL 33710 United States",Sole Ombra LLC,https://www.yelp.com/biz/sole-ombra-saint-petersburg,Saint Petersburg,United States,27.7898,-82.7243,sole-ombra-saint-petersburg
3851,"San Diego, CA 92024 United States",Just Imagine Weddings & Ceremonies,https://www.yelp.com/biz/just-imagine-weddings-san-diego-2,Encinitas,United States,33.0535,-117.2689,just-imagine-weddings-san-diego-2
3870,"DeKalb, GA 30058 United States",2 Girls and a Philly Cheesesteak,https://www.yelp.com/biz/3-girls-and-a-philly-cheesesteak-riverdale,Lithonia,United States,33.7356,-84.1009,3-girls-and-a-philly-cheesesteak-riverdale
3889,"Philadelphia, PA 19111 United States",DumpnRoll,https://www.yelp.com/biz/dump-n-roll-philadelphia,Philadelphia,United States,40.0596,-75.0818,dump-n-roll-philadelphia
3904,"Delta, CO 81428 United States",White Buffalo Farm ,https://www.yelp.com/biz/white-buffalo-farm-paonia,Paonia,United States,38.865,-107.5985,white-buffalo-farm-paonia
3911,"San Francisco, CA 94112 United States",BeMusic.al,https://www.yelp.com/biz/bemusic-al-san-francisco,San Francisco,United States,37.7195,-122.4411,bemusic-al-san-francisco
3919,"San Bernardino, CA 92373 United States",Vibrant Living,https://www.yelp.com/biz/vibrant-living-for-life-coaching-redlands,Redlands,United States,34.0397,-117.1804,vibrant-living-for-life-coaching-redlands
3939,"Milwaukee, WI 53207 United States",Milwaukee Blacksmith,http://www.yelp.com/biz/milwaukee-blacksmith-inc-milwaukee,Milwaukee,United States,42.9751,-87.8947,milwaukee-blacksmith-inc-milwaukee
3940,"New York, NY 10031 United States","Rain or Shine Dog Walks, LLC",http://www.yelp.com/biz/rain-or-shine-dog-walks-manhattan-3,Manhattan,United States,40.8246,-73.9507,rain-or-shine-dog-walks-manhattan-3
3947,"Cass, MI 49031 United States",Rgarges Farm,https://www.yelp.com/biz/rgarges-farm-cassopolis,Cassopolis,United States,41.8968,-85.9923,rgarges-farm-cassopolis
3949,"Hillsborough, FL 33626 United States",Green Locus Yoga,http://www.yelp.com/biz/green-locus-tampa,Tampa,United States,28.0509,-82.6164,green-locus-tampa
3961,"Queens, NY 11354 United States",Luis Piedras,http://www.yelp.com/biz/luis-piedras-flushing,Queens,United States,40.7667,-73.8241,luis-piedras-flushing
3965,"Montgomery, TX 77380 United States",The Repair Mob,http://www.yelp.com/biz/the-repair-mob-conroe,Spring,United States,30.1441,-95.4703,the-repair-mob-conroe
3973,"San Mateo, CA 94404 United States",Maxwell Senior Care Services,http://www.yelp.com/biz/maxwells-senior-care-services-foster-city,San Mateo,United States,37.5538,-122.27,maxwells-senior-care-services-foster-city
3977,"Fairfax, VA 22003 United States",Mint Leaf Cleaning LLC,http://www.yelp.com/biz/mint-leaf-cleaning-annandale,Annandale,United States,38.8307,-77.2142,mint-leaf-cleaning-annandale
3986,"Baltimore (city), MD 21201 United States",Different Regard,https://www.yelp.com/biz/different-regard-baltimore-2,Baltimore,United States,39.2946,-76.6252,different-regard-baltimore-2
3992,"Duval, FL 32209 United States",The Sweet Spot & Urban Lounge,http://www.yelp.com/biz/the-sweet-spot-and-urban-lounge-jacksonville,Jacksonville,United States,30.3584,-81.692,the-sweet-spot-and-urban-lounge-jacksonville
4002,"Alameda, CA 94601 United States",Eli's Beauty Salon,http://www.yelp.com/biz/elis-beauty-salon-oakland,Oakland,United States,37.7806,-122.2166,elis-beauty-salon-oakland
4028,"Washington, OR 97106 United States",Sublime Designers LLC,http://www.yelp.com/biz/sublime-designers-banks,Banks,United States,45.6535,-123.121,sublime-designers-banks
4031,"Alameda, CA 94710 United States",Tres Chic,http://www.yelp.com/biz/tres-chic-san-leandro,Berkeley,United States,37.8696,-122.2959,tres-chic-san-leandro
4055,"Cook, IL 60623 United States",Invizion Colorz Inc.,http://www.yelp.com/biz/invizion-colorz-chicago,Chicago,United States,41.849,-87.7157,invizion-colorz-chicago
4066,"New Castle, DE 19804 United States",NERDiT NOW,http://www.yelp.com/biz/nerdit-now-wilmington,Wilmington,United States,39.7168,-75.6184,nerdit-now-wilmington
4068,"Jefferson, KY 40204 United States",Oxybaric LLC,http://www.yelp.com/biz/oxybaric-louisville,Louisville,United States,38.2369,-85.7249,oxybaric-louisville
4076,"New York, NY 10026 United States",Safari Restaurant,https://www.yelp.com/biz/safari-restaurant-nyc-new-york,Manhattan,United States,40.8019,-73.9531,safari-restaurant-nyc-new-york
4083,"San Bernardino, CA 91761 United States",Aportstorage Containers,https://www.yelp.com/biz_photos/aportstorage-containers-ontario,Ontario,United States,34.0316,-117.6187,aportstorage-containers-ontario
4085,"Alameda, CA 94605 United States",Azteca Productions,https://www.yelp.com/biz/myaztecasigns,Oakland,United States,37.7641,-122.1633,myaztecasigns
4088,"San Francisco, CA 94102 United States",Tortellino,http://www.yelp.it/biz/tortellino-san-francisco,San Francisco,United States,37.7813,-122.4167,tortellino-san-francisco
4090,"Hamilton, OH 45231 United States",Massage Odyssey,http://www.yelp.com/biz/massage-odyssey-cincinnati,Cincinnati,United States,39.2418,-84.5437,massage-odyssey-cincinnati
